pokedex_number,name,german_name,japanese_name,generation,status,species,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,normal,fire,water,electric,grass,ice,fight,poison,ground,flying,psychic,bug,rock,ghost,dragon,dark,steel,fairy
726,Torracat,Miezunder,ニャヒート (Nyaheat),7,Normal,Fire Cat Pokémon,Fire,,0.7,25.0,Blaze,,Intimidate,65,85,50,80,50,90,45.0,70.0,147.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
727,Incineroar,Fuegro,ガオガエン (Gaogaen),7,Normal,Heel Pokémon,Fire,Dark,1.8,83.0,Blaze,,Intimidate,95,115,90,80,90,60,45.0,70.0,239.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
728,Popplio,Robball,アシマリ (Ashimari),7,Normal,Sea Lion Pokémon,Water,,0.4,7.5,Torrent,,Liquid Voice,50,54,54,66,56,40,45.0,70.0,64.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
729,Brionne,Marikeck,オシャマリ (Osyamari),7,Normal,Pop Star Pokémon,Water,,0.6,17.5,Torrent,,Liquid Voice,60,69,69,91,81,50,45.0,70.0,147.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
730,Primarina,Primarene,アシレーヌ (Ashirene),7,Normal,Soloist Pokémon,Water,Fairy,1.8,44.0,Torrent,,Liquid Voice,80,74,74,126,116,60,45.0,70.0,239.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
731,Pikipek,Peppeck,ツツケラ (Tsutsukera),7,Normal,Woodpecker Pokémon,Normal,Flying,0.3,1.2,Keen Eye,Skill Link,Pickup,35,75,30,30,30,65,255.0,70.0,53.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
732,Trumbeak,Trompeck,ケララッパ (Kerarappa),7,Normal,Bugle Beak Pokémon,Normal,Flying,0.6,14.8,Keen Eye,Skill Link,Pickup,55,85,50,40,50,75,120.0,70.0,124.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
733,Toucannon,Tukanon,ドデカバシ (Dodekabashi),7,Normal,Cannon Pokémon,Normal,Flying,1.1,26.0,Keen Eye,Skill Link,Sheer Force,80,120,75,75,75,60,45.0,70.0,218.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
734,Yungoos,Mangunior,ヤングース (Youngoose),7,Normal,Loitering Pokémon,Normal,,0.4,6.0,Strong Jaw,Stakeout,Adaptability,48,70,30,30,30,45,255.0,70.0,51.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
735,Gumshoos,Manguspektor,デカグース (Dekagoose),7,Normal,Stakeout Pokémon,Normal,,0.7,14.2,Strong Jaw,Stakeout,Adaptability,88,110,60,55,60,45,127.0,70.0,146.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
736,Grubbin,Mabula,アゴジムシ (Agojimushi),7,Normal,Larva Pokémon,Bug,,0.4,4.4,Swarm,,,47,62,45,55,45,46,255.0,70.0,60.0,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
737,Charjabug,Akkup,デンヂムシ (Dendimushi),7,Normal,Battery Pokémon,Bug,Electric,0.5,10.5,Battery,,,57,82,95,55,75,36,120.0,70.0,140.0,Medium Fast,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
738,Vikavolt,Donarion,クワガノン (Kuwagannon),7,Normal,Stag Beetle Pokémon,Bug,Electric,1.5,45.0,Levitate,,,77,70,90,145,75,43,45.0,70.0,225.0,Medium Fast,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
739,Crabrawler,Krabbox,マケンカニ (Makenkani),7,Normal,Boxing Pokémon,Fighting,,0.6,7.0,Hyper Cutter,Iron Fist,Anger Point,47,82,57,42,47,63,225.0,70.0,68.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
740,Crabominable,Krawell,ケケンカニ (Kekenkani),7,Normal,Woolly Crab Pokémon,Fighting,Ice,1.7,180.0,Hyper Cutter,Iron Fist,Anger Point,97,132,77,62,67,43,60.0,70.0,167.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0
741,Oricorio Baile Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,Fire,Flying,0.6,3.4,Dancer,,,75,70,70,98,70,93,45.0,70.0,167.0,Medium Fast,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
741,Oricorio Pom-Pom Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,Electric,Flying,0.6,3.4,Dancer,,,75,70,70,98,70,93,45.0,70.0,167.0,Medium Fast,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
741,Oricorio Pa'u Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,Psychic,Flying,0.6,3.4,Dancer,,,75,70,70,98,70,93,45.0,70.0,167.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
741,Oricorio Sensu Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,Ghost,Flying,0.6,3.4,Dancer,,,75,70,70,98,70,93,45.0,70.0,167.0,Medium Fast,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
742,Cutiefly,Wommel,アブリー (Abuly),7,Normal,Bee Fly Pokémon,Bug,Fairy,0.1,0.2,Honey Gather,Shield Dust,Sweet Veil,40,45,40,55,40,84,190.0,70.0,61.0,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
743,Ribombee,Bandelby,アブリボン (Aburibbon),7,Normal,Bee Fly Pokémon,Bug,Fairy,0.2,0.5,Honey Gather,Shield Dust,Sweet Veil,60,55,60,95,70,124,75.0,70.0,162.0,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
744,Rockruff,Wuffels,イワンコ (Iwanko),7,Normal,Puppy Pokémon,Rock,,0.5,9.2,Keen Eye,Vital Spirit,Steadfast,45,65,40,30,40,60,190.0,70.0,56.0,Medium Fast,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
744,Own Tempo Rockruff,Wuffels,イワンコ (Iwanko),7,Normal,Puppy Pokémon,Rock,,0.5,9.2,Own Tempo,,,45,65,40,30,40,60,190.0,70.0,56.0,Medium Fast,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
745,Lycanroc Midday Form,Wolwerock,ルガルガン (Lugarugan),7,Normal,Wolf Pokémon,Rock,,0.8,25.0,Keen Eye,Sand Rush,Steadfast,75,115,65,55,65,112,90.0,70.0,170.0,Medium Fast,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
745,Lycanroc Midnight Form,Wolwerock,ルガルガン (Lugarugan),7,Normal,Wolf Pokémon,Rock,,1.1,25.0,Keen Eye,Vital Spirit,No Guard,85,115,75,55,75,82,90.0,70.0,170.0,Medium Fast,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
745,Lycanroc Dusk Form,Wolwerock,ルガルガン (Lugarugan),7,Normal,Wolf Pokémon,Rock,,0.8,25.0,Tough Claws,,,75,117,65,55,65,110,90.0,70.0,170.0,Medium Fast,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
746,Wishiwashi Solo Form,Lusardin,ヨワシ (Yowashi),7,Normal,Small Fry Pokémon,Water,,0.2,0.3,Schooling,,,45,20,20,25,25,40,60.0,70.0,61.0,Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
746,Wishiwashi School Form,Lusardin,ヨワシ (Yowashi),7,Normal,Small Fry Pokémon,Water,,8.2,78.6,Schooling,,,45,140,130,140,135,30,60.0,70.0,217.0,Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
747,Mareanie,Garstella,ヒドイデ (Hidoide),7,Normal,Brutal Star Pokémon,Poison,Water,0.4,8.0,Merciless,Limber,Regenerator,50,53,62,43,52,45,190.0,70.0,61.0,Medium Fast,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
748,Toxapex,Aggrostella,ドヒドイデ (Dohidoide),7,Normal,Brutal Star Pokémon,Poison,Water,0.7,14.5,Merciless,Limber,Regenerator,50,63,152,53,142,35,75.0,70.0,173.0,Medium Fast,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
749,Mudbray,Pampuli,ドロバンコ (Dorobanko),7,Normal,Donkey Pokémon,Ground,,1.0,110.0,Own Tempo,Stamina,Inner Focus,70,100,70,45,55,45,190.0,70.0,77.0,Medium Fast,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
750,Mudsdale,Pampross,バンバドロ (Banbadoro),7,Normal,Draft Horse Pokémon,Ground,,2.5,920.0,Own Tempo,Stamina,Inner Focus,100,125,100,55,85,35,60.0,70.0,175.0,Medium Fast,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
751,Dewpider,Araqua,シズクモ (Shizukumo),7,Normal,Water Bubble Pokémon,Water,Bug,0.3,4.0,Water Bubble,,Water Absorb,38,40,52,40,72,27,200.0,70.0,54.0,Medium Fast,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
752,Araquanid,Aranestro,オニシズクモ (Onishizukumo),7,Normal,Water Bubble Pokémon,Water,Bug,1.8,82.0,Water Bubble,,Water Absorb,68,70,92,50,132,42,100.0,70.0,159.0,Medium Fast,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
753,Fomantis,Imantis,カリキリ (Karikiri),7,Normal,Sickle Grass Pokémon,Grass,,0.3,1.5,Leaf Guard,,Contrary,40,55,35,50,35,35,190.0,70.0,50.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
754,Lurantis,Mantidea,ラランテス (Lalantes),7,Normal,Bloom Sickle Pokémon,Grass,,0.9,18.5,Leaf Guard,,Contrary,70,105,90,80,90,45,75.0,70.0,168.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
755,Morelull,Bubungus,ネマシュ (Nemasyu),7,Normal,Illuminating Pokémon,Grass,Fairy,0.2,1.5,Illuminate,Effect Spore,Rain Dish,40,35,55,65,75,15,190.0,70.0,57.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
756,Shiinotic,Lamellux,マシェード (Mashade),7,Normal,Illuminating Pokémon,Grass,Fairy,1.0,11.5,Illuminate,Effect Spore,Rain Dish,60,45,80,90,100,30,75.0,70.0,142.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
757,Salandit,Molunk,ヤトウモリ (Yatoumori),7,Normal,Toxic Lizard Pokémon,Poison,Fire,0.6,4.8,Corrosion,,Oblivious,48,44,40,71,40,77,120.0,70.0,64.0,Medium Fast,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
758,Salazzle,Amfira,エンニュート (Ennewt),7,Normal,Toxic Lizard Pokémon,Poison,Fire,1.2,22.2,Corrosion,,Oblivious,68,64,60,111,60,117,45.0,70.0,168.0,Medium Fast,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
759,Stufful,Velursi,ヌイコグマ (Nuikoguma),7,Normal,Flailing Pokémon,Normal,Fighting,0.5,6.8,Fluffy,Klutz,Cute Charm,70,75,50,45,50,50,140.0,70.0,68.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
760,Bewear,Kosturso,キテルグマ (Kiteruguma),7,Normal,Strong Arm Pokémon,Normal,Fighting,2.1,135.0,Fluffy,Klutz,Unnerve,120,125,80,55,60,60,70.0,70.0,175.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
761,Bounsweet,Frubberl,アマカジ (Amakaji),7,Normal,Fruit Pokémon,Grass,,0.3,3.2,Leaf Guard,Oblivious,Sweet Veil,42,30,38,30,38,32,235.0,70.0,42.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
762,Steenee,Frubaila,アママイコ (Amamaiko),7,Normal,Fruit Pokémon,Grass,,0.7,8.2,Leaf Guard,Oblivious,Sweet Veil,52,40,48,40,48,62,120.0,70.0,102.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
763,Tsareena,Fruyal,アマージョ (Amajo),7,Normal,Fruit Pokémon,Grass,,1.2,21.4,Leaf Guard,Queenly Majesty,Sweet Veil,72,120,98,50,98,72,45.0,70.0,230.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
764,Comfey,Curelei,キュワワー (Cuwawa),7,Normal,Posy Picker Pokémon,Fairy,,0.1,0.3,Flower Veil,Triage,Natural Cure,51,52,90,82,110,100,60.0,70.0,170.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
765,Oranguru,Kommandutan,ヤレユータン (Yareyuutan),7,Normal,Sage Pokémon,Normal,Psychic,1.5,76.0,Inner Focus,Telepathy,Symbiosis,90,60,80,90,110,60,45.0,70.0,172.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
766,Passimian,Quartermak,ナゲツケサル (Nagetukesaru),7,Normal,Teamwork Pokémon,Fighting,,2.0,82.8,Receiver,,Defiant,100,120,90,40,60,80,45.0,70.0,172.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
767,Wimpod,Reißlaus,コソクムシ (Kosokumushi),7,Normal,Turn Tail Pokémon,Bug,Water,0.5,12.0,Wimp Out,,,25,35,40,20,30,80,90.0,70.0,46.0,Medium Fast,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
768,Golisopod,Tectass,グソクムシャ (Gusokumusha),7,Normal,Hard Scale Pokémon,Bug,Water,2.0,108.0,Emergency Exit,,,75,125,140,60,90,40,45.0,70.0,186.0,Medium Fast,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
769,Sandygast,Sankabuh,スナバァ (Sunaba),7,Normal,Sand Heap Pokémon,Ghost,Ground,0.5,70.0,Water Compaction,,Sand Veil,55,55,80,70,45,15,140.0,70.0,64.0,Medium Fast,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
770,Palossand,Colossand,シロデスナ (Sirodethna),7,Normal,Sand Castle Pokémon,Ghost,Ground,1.3,250.0,Water Compaction,,Sand Veil,85,75,110,100,75,35,60.0,70.0,168.0,Medium Fast,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
771,Pyukumuku,Gufa,ナマコブシ (Namakobushi),7,Normal,Sea Cucumber Pokémon,Water,,0.3,1.2,Innards Out,,Unaware,55,60,130,30,130,5,60.0,70.0,144.0,Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
772,Type: Null,Typ:Null,タイプ：ヌル (Type: Null),7,Sub Legendary,Synthetic Pokémon,Normal,,1.9,120.5,Battle Armor,,,95,95,95,95,95,59,3.0,0.0,107.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
773,Silvally,Amigento,シルヴァディ (Silvady),7,Sub Legendary,Synthetic Pokémon,Normal,,2.3,100.5,RKS System,,,95,95,95,95,95,95,3.0,0.0,257.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
774,Minior Meteor Form,Meteno,メテノ (Meteno),7,Normal,Meteor Pokémon,Rock,Flying,0.3,40.0,Shields Down,,,60,60,100,60,100,60,30.0,70.0,154.0,Medium Slow,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
774,Minior Core Form,Meteno,メテノ (Meteno),7,Normal,Meteor Pokémon,Rock,Flying,0.3,0.3,Shields Down,,,60,100,60,100,60,120,30.0,70.0,175.0,Medium Slow,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
775,Komala,Koalelu,ネッコアラ (Nekkoara),7,Normal,Drowsing Pokémon,Normal,,0.4,19.9,Comatose,,,65,115,65,75,95,65,45.0,70.0,168.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
776,Turtonator,Tortunator,バクガメス (Bakugames),7,Normal,Blast Turtle Pokémon,Fire,Dragon,2.0,212.0,Shell Armor,,,60,78,135,91,85,36,70.0,70.0,170.0,Medium Fast,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0
777,Togedemaru,Togedemaru,トゲデマル (Togedemaru),7,Normal,Roly-Poly Pokémon,Electric,Steel,0.3,3.3,Iron Barbs,Lightning Rod,Sturdy,65,98,63,40,73,96,180.0,70.0,152.0,Medium Fast,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
778,Mimikyu,Mimigma,ミミッキュ (Mimikkyu),7,Normal,Disguise Pokémon,Ghost,Fairy,0.2,0.7,Disguise,,,55,90,80,50,105,96,45.0,70.0,167.0,Medium Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0
779,Bruxish,Knirfish,ハギギシリ (Hagigishiri),7,Normal,Gnash Teeth Pokémon,Water,Psychic,0.9,19.0,Dazzling,Strong Jaw,Wonder Skin,68,105,70,70,70,92,80.0,70.0,166.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
780,Drampa,Sen-Long,ジジーロン (Jijilong),7,Normal,Placid Pokémon,Normal,Dragon,3.0,185.0,Berserk,Sap Sipper,Cloud Nine,78,60,85,135,91,36,70.0,70.0,170.0,Medium Fast,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0
781,Dhelmise,Moruda,ダダリン (Dadarin),7,Normal,Sea Creeper Pokémon,Ghost,Grass,3.9,210.0,Steelworker,,,70,131,100,86,90,40,25.0,70.0,181.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
782,Jangmo-o,Miniras,ジャラコ (Jyarako),7,Normal,Scaly Pokémon,Dragon,,0.6,29.7,Bulletproof,Soundproof,Overcoat,45,55,65,45,45,45,45.0,70.0,60.0,Slow,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
783,Hakamo-o,Mediras,ジャランゴ (Jyarango),7,Normal,Scaly Pokémon,Dragon,Fighting,1.2,47.0,Bulletproof,Soundproof,Overcoat,55,75,90,65,70,65,45.0,70.0,147.0,Slow,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0
784,Kommo-o,Grandiras,ジャラランガ (Jyararanga),7,Normal,Scaly Pokémon,Dragon,Fighting,1.6,78.2,Bulletproof,Soundproof,Overcoat,75,110,125,100,105,85,45.0,70.0,270.0,Slow,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0
785,Tapu Koko,Kapu-Riki,カプ・コケコ (Kapu-Kokeko),7,Sub Legendary,Land Spirit Pokémon,Electric,Fairy,1.8,20.5,Electric Surge,,Telepathy,70,115,85,95,75,130,3.0,70.0,257.0,Slow,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
786,Tapu Lele,Kapu-Fala,カプ・テテフ (Kapu-Tetefu),7,Sub Legendary,Land Spirit Pokémon,Psychic,Fairy,1.2,18.6,Psychic Surge,,Telepathy,70,85,75,130,115,95,3.0,70.0,257.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
787,Tapu Bulu,Kapu-Toro,カプ・ブルル (Kapu-Bulul),7,Sub Legendary,Land Spirit Pokémon,Grass,Fairy,1.9,45.5,Grassy Surge,,Telepathy,70,130,115,85,95,75,3.0,70.0,257.0,Slow,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
788,Tapu Fini,Kapu-Kime,カプ・レヒレ (Kapu-Rehire),7,Sub Legendary,Land Spirit Pokémon,Water,Fairy,1.3,21.2,Misty Surge,,Telepathy,70,75,115,95,130,85,3.0,70.0,257.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
789,Cosmog,Cosmog,コスモッグ (Cosmog),7,Legendary,Nebula Pokémon,Psychic,,0.2,0.1,Unaware,,,43,29,31,29,31,37,45.0,0.0,40.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
790,Cosmoem,Cosmovum,コスモウム (Cosmovum),7,Legendary,Protostar Pokémon,Psychic,,0.1,999.9,Sturdy,,,43,29,131,29,131,37,45.0,0.0,140.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
791,Solgaleo,Solgaleo,ソルガレオ (Solgaleo),7,Legendary,Sunne Pokémon,Psychic,Steel,3.4,230.0,Full Metal Body,,,137,137,107,113,89,97,45.0,0.0,306.0,Slow,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
792,Lunala,Lunala,ルナアーラ (Lunala),7,Legendary,Moone Pokémon,Psychic,Ghost,4.0,120.0,Shadow Shield,,,137,113,89,137,107,97,45.0,0.0,306.0,Slow,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0
793,Nihilego,Anego,ウツロイド (Uturoid),7,Sub Legendary,Parasite Pokémon,Rock,Poison,1.2,55.5,Beast Boost,,,109,53,47,127,131,103,45.0,0.0,257.0,Slow,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5
794,Buzzwole,Masskito,マッシブーン (Massivoon),7,Sub Legendary,Swollen Pokémon,Bug,Fighting,2.4,333.6,Beast Boost,,,107,139,139,53,53,79,45.0,0.0,257.0,Slow,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
